Unnamed: 0,name,audio_path,transcription
1644,SP8_CH_M_41,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_41.wav,புக்ஸ்லான் மோஸ்ட்லி வந்து இந்த சிறுகதைகள் தான் படிப்பேன் மோஸ்ட்லி. அது வந்து ஒயிப் வந்து அந்த ஸ்கூல்ல இருந்து எடுத்துண்டு கொடுக்கும் போது அந்த புக் நல்லாருக்கா இந்த புக் நல்லா இருக்கானு சொல்லுவாங்க. அத படிக்கறது தான் மோஸ்ட்லி.
1645,SP8_CH_M_42,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_42.wav,"ரேஷன் கடைக்கு போயிட்டு தான் வந்தேன். மெட்டீரியல் வாங்கிட்டு தான் வந்தேன், மெட்டீரியல் நல்லா தான் இருந்தது நல்லது அரிசி அப்புறம் பாமாயிலு  அப்றம்சக்கர. மிளகு, சீரகம். இதெல்லாம் பண்ணா அப்பறம் சர்க்கர மிளகு சீரகம் எதுனா வாங்குனா, அதுக்கு அப்புறம் ஒடச்ச கடல இதெல்லாம் வாங்கிட்டு வந்தோம் மெட்டீரியல் நல்லா இருக்கும். பொருள் நல்லா தான் இருந்தது. ரேஷன்லேயே இப்ப ஓரளவுக்கு பரவாயில்லாமா  தான் இருக்குது எல்லாம் இருக்கு."
1646,SP8_CH_M_43,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_43.wav,"ஆன்லைன், வீட்ல சம் டைம்ஸ் இன் கேஸ் எமர்ஜென்ஸி சாப்பாடு செய்யல அப்படினாக்கா ஒயிப் வந்து ஆன்லைன்ல ஆர்டர் பண்ணி தான் சாப்பிடணும் மோஸ்ட்லி டிபன் தான்."
1647,SP8_CH_M_44,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_44.wav,"ஏன் ஒய்ப் வந்து நேத்து கூட வந்து ஒரு இது மாறி ஒரு இது வாங்குனாங்க ஒரு அரோன்மெண்ட்ஸ் நம்ம வந்து ஹார்ட் இது வைப்போம் இல்லையா? கீழ அந்த திரும்புன மாதிரி அத வைஸ் வந்து ரெண்டு இது வாங்கி வச்சுருக்காங்க வுட்டன்ல, அது நல்லா ஃபேன்டசி நல்லா லுக்கா நல்லா இருந்தது. அது ஆன்லைன் தான் வாங்கி ஆர்டர் பண்ணி ஒயிப் வாங்கி வச்சுட்டு இருக்காங்க."
1648,SP8_CH_M_45,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_45.wav,"வீட்ல எல்லாருமே நல்லாவே இங்கிலிஷ் பேசுவாங்க. ஏன் ஒயிப் நல்லா பேசுவா, ஏன் ஒயிப் டீச்சரு. ஏன் பசங்க ரெண்டு பேரும் வந்து ஆரம்ப காலத்தில இருந்து இங்கிலிஷ் மீடியத்துல தான் படிச்சுட்டு இருந்தாங்க. அப்புறம் எல்கேஜி டூ மாஸ்டர் டிகிரி எல்லாமே வந்து இங்கிலிஷ் மீடியம் தான் படிச்சாங்க. நல்லாவே என்னோட நல்லாவே இங்கிலிஷ் பேசுவாங்க. பசங்க ரெண்டு பேருமே."
1649,SP8_CH_M_46,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_46.wav,எல்லாமே ஸ்மார்ட் போன் தான் யூஸ் பண்ணிட்டு இருக்கோம் எல்லாருமே. ஸ்மார்ட் ஃபோன் இல்லாமே இல்ல.
1650,SP8_CH_M_47,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_47.wav,தெரிஞ்சதுனாக்கா இங்கிலிஷ்சு கொஞ்சம் கொஞ்சோம் ஹிந்தி அவ்ளோதான்.
1651,SP8_CH_M_48,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_48.wav,"இருக்கு மியூச்சுவல் பண்ட்ஸ் இருக்கு, மியூச்சுவல் பண்ட்ஸ் போட்டு வச்சிருக்கேன். அப்புறம் வந்து போஸ்ட் ஆபீஸ்ல இது இப்போ இன்வெஸ் பண்ணி வச்சிட்டு இருக்கேன். அப்புறம் வந்து அப்பார்ட் பிரம்  பேங்க்லயும் பிக்செட் டேபர்ட்ஸிட்ஸ், ஆர்டி இதெல்லாம் பசங்களுக்கு க்காக போட்டு போட்டு வச்சுருக்கேன்."
1652,SP8_CH_M_49,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_49.wav,"ஃபுட்னு கேட்டிங்கண்ணா மோஸ்ட்லி வந்து சிக்கன் பிரியாணி சாப்பிடுவேன் மோஸ்ட்லி. அது வீட்ல வந்து ஒன்ஸ் வீக்லி ஒன்ஸ் இருக்கும். இல்ல ரெண்டு வாரத்துக்கு ஒருதரவ இருக்கும். ஃபிஷ், ஃபிஷ்ல வந்து பாத்திங்கன்னா வஞ்சரம். வஞ்சரம் ஃபிஷ் சப்போஸ் வீட்ல வந்து வாங்கி பிரே பண்ணி கொடுப்பாங்க ஒயிப், சம்டைம் கொழம்பாவும் வச்சு குடுத்துருக்காங்க சாப்பிடுவோம்."
1653,SP8_CH_M_50,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_50.wav,அந்த அளவுக்கு அவளுக்கும் சமையல்லாம் அந்த அளவு பண்றதுலான் கிடையாது. சமையலுக்கு ஹெல்ப் பண்ணுவேன். காய் காறிகள் கட் பண்ணி கொடுக்கறது. இந்த ஹெல்ப் தான் ஃபுல்  அண்ட் ஃபுல் உக்காந்துட்டு செக் குக் பண்றதுன்றது கிடையாது.
1654,SP8_CH_M_51,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_51.wav,ஓட்டலுக்கு போக போறதுன்றது கிடையாது. வெளில ஃபேமிலி ஓட போகும் போது சாப்பிடுவோம். பங்க்ஷன்ஸ்க்கு போகும்போது ஓட்டலுக்கு போகும்போது அப்போதான் சாப்பிடுவோம்.
1655,SP8_CH_M_52,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_52.wav,ஏன் ஒயிப்போட ஏன் ரெண்டு பசங்க எங்க ரெண்டு பொண்ணுங்களும் அழகா இப்ப சமையல் பண்ண ஆரம்பிச்சுட்டாங்க. ரெண்டு பேருக்கும் கல்யாணம் ஆயிடுது. கல்யாணம் ஆரத்துக்கு முன்னாடி சின்ன பொண்ணு நல்லா சமையல் பண்ணுவா. இப்போ அதோட பெட்டரா சமையல் பண்ண ஆரம்பிச்சுட்டா. ரெண்டு பேருமே அவங்க அம்மாவோட பெட்டரா சமையல் பண்ண ஆரம்பிச்சுட்டாங்க.
1656,SP8_CH_M_53,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_53.wav,தீபாவளின்னா எல்லாருமே செலிப்ரேட் பண்ற மாதிரி தான். வீட்ல வந்து பசங்களுக்கு டிரஸ் எடுத்து குடுத்துருவோம். ஒயிப்க்கும் டிரஸ் எடுத்து குடுத்துருவோம். டிரஸ் எடுத்து குடுத்துட்டு அஸ்யூஸ்வல் எல்லாரும் செலிப்ரேட் பண்றாங்களோ அதே மாதிரி தான்.
1657,SP8_CH_M_54,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_54.wav,வைஃப் நானே பசங்க எல்லாம் சன் இன் லா வந்துருவாங்க போன வாட்டி கூட அப்படி தான் பண்ணாங்க நல்ல இருந்துது எல்லாம் வந்து ஒரு கெட் டுகெதர் மாறி பண்ணி வர வெச்சு வீட்ல வந்து கேக்-உ வெட்டி எல்லாராருமே சன் இன் லா வந்துருவாங்க என் ரெண்டு பசங்க எல்லாம் வந்துருவாங்க  நாங்க ரெண்டு பேரு அப்புறம் பிரண்ட்ஸ் மூணு பேர்ளான் வருவாங்க ரொம்ப க்ளோஸ் எனக்கு ரொம்ப க்ளோஸ் பிரண்டு ஒருத்தர் இருக்காரு அவரும் வருவாரு வந்து சிலப்ரேட் பண்ணுவோம்
1658,SP8_CH_M_55,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_55.wav,இப்போ வாங்குனது வாங்குறதுன்றது வந்து இந்த தீபாவளி பொங்கலுக்கு மோஸ்ட்லி வாங்குவாங்க அதே மாதிரி பசங்களுக்கு வாங்கி குடுத்துருவேன் தீபாவளி பொங்கல் எதுவா இருந்தாலும் வாங்கிக்குடுத்துறது மத்தபடி நியூ இயர்க்கு அவங்க பர்த்டேக்கு கண்டிப்பா எடுத்துகுடுத்துருவேன்
1659,SP8_CH_M_56,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_56.wav,மூணு நாளைக்கு முன்னாடி ஒரு ரெண்டு நாளைக்கு முன்னாடியோ மூணு நாளைக்கு முன்னாடியோ நடந்து முச்சபிறகு அப்புறம் பந்தக்கால் வெச்சதுலருந்து நலங்கு வெப்பாங்க நலங்கு வச்சி முடிச்சிட்டு பிறகு அதுக்கு மூண்ணாவது நாள் வந்து நிச்சயதார்த்தம் நிச்சயதார்த்தம் மறு நாள் வந்து கல்யாணம் த்ரீ டேஸ்
1660,SP8_CH_M_57,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_57.wav,"வண்ணாரப்பேட்டை மாதிரி இங்க வந்து மெட்ராஸ் சிட்டில பெசிலிட்டி கிடைக்காத இடமே கிடையாது. இடம் கிடையாது தான் நான் சொல்லுவேன். ஏன்னா வண்ணாரப்பேட்டைல்ல வெரி பெஸ்ட் மெட்டானிட்டி ஹாஸ்பிடல் ஆரசாரம் ஹாஸ்பிடல், பெரிய ஹாஸ்பிடல் அந்த ஹாஸ்பிடல் ராயபுரத்துல இருக்குது. கெவெர்மெண்ட்  ஹாஸ்பிடலு."
1661,SP8_CH_M_58,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_58.wav,இது ஒஃபிஸியல் இது எல்லாத்துக்கும் டேட்டா கலெக்ட் பண்ணிட்டு அடாப்ட் பண்ணிக்குறோம் இதுல என்ன இருக்கு அதும் நான்ல
1662,SP8_CH_M_59,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_59.wav,காலேஜ் டேஸ் ல வந்து டிரான்ஸ்போர்டேஷன் பாத்தீங்கன்னா ஸ்கூல் எனக்கு வந்து பக்கத்திலிருந்து நடந்தே தான் போயிட்டு வந்தென் காலேஜ்ல நான் படிச்ச காலேஜ் வந்து பக்கத்தில தான் இருந்தது  பை வாக்கப்பிள் டிஸ்டன்ஸ் தான் நார்த் மெட்ராஸ்ல இந்த காலேஜ் தான் படிச்சன் நானு எல்லா வாக்கப்பிள் டிஸ்டன்ஸ் பிரிண்ட்ஸ் கூட நாலு அஞ்சு பிரிஎண்ட்ஸுங்க கூட பொன்னா போவோம்  ஒண்ணா வந்துருவோம் பை வாக் தான் டிரான்ஸ்போர்டேஷன் வந்து பஸ்ல கிடையாது பஸ்ல போல
1663,SP8_CH_M_60,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_60.wav,பேர்தான் வந்து பாக்க முடியுது நிறைய பேர் பாக்க முடியறது இல்ல ரொம்ப ரஏர் பார்த்தாங்க பேசுவாங்க ஞாபகம் வெச்சு எனக்கு ஞாபகம் இருக்கனும் அப்புறம் அவங்க சொல்லுவாங்க ஏன் பேர் அவங்களுக்கு ஞாபகம் இருக்கு அவங்க பேரு தான் எனக்கு ஞாபகம் இருக்க மாட்டிங்குது ஏனா ஸ்கூல் ல வந்து நான் கொஞ்சம் பேமஸ் ஸ்போர்ட்ஸ்ல இருந்திருக்கன் எல்லாத்துலயும் இருந்ததுல என்ன நல்லா தெரியும் ஒரு நாங்க ஒரு ரிளேடுவ் ஏழு எட்டு பேரு இருப்போம்.
1664,SP8_CH_M_61,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_61.wav,பூர்வீகம் திருநெல்வேலி பூர்விகம்னா தாத்தா அங்கிருந்து வந்துட்டாங்க எங்க அப்பாக்கு அப்பா இருகாருலயா அவர் எல்லாமே வந்துட்டாங்க இங்க வந்து எங்க அப்பா பொறந்தது இங்க தான் சென்னையில நாங்க பொறந்து வளர்ந்ததெல்லாம் சென்னையில தான் எல்லாமே வந்து சென்னையில தான் ஆனா வந்து பூர்வீகம்னு சொல்லி பாத்தீங்கன்னா அது வந்து திருநெல்வேலில இருக்க குருவன கோட்டை என்று ஒரு கிராமம் தான் அது அந்த கோயில்லுக்கு தான் வருஷம் வருஷம் குலதெய்வம் கோயில்லுக்கு போயி வரிகட்டுவோம் மூணு நாள் வந்து அங்க வந்து இது நடக்கும் கோயில் திருவிழா நடக்கும்
1665,SP8_CH_M_62,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_62.wav,நடிக்கறது சொன்னீங்கன்னா பாத்தீங்கன்னா எம்ஜிஆர் நடிகை சொல்லி பாத்தீங்கன்னா வந்து கண்டிருப்பது கண்டிப்பாய் வந்து அந்தக் கேரக்டருக்கு ஏத்தமாறி அம்மா கேரக்டர்-நா அம்மா கேரக்டர் மாதிரி பண்ணுவாங்க எந்த எந்த கேரக்டர் குடுக்கிறாங்களோ அந்த அந்த கேரக்டர்க்கு ஏத்த மாதிரி எனக்கு பிடிக்கும் ரொம்ப பிடிக்கும் நல்ல நடிப்பாங்க.
1666,SP8_CH_M_63,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_63.wav,"ரயில்வே ஸ்டேஷன் பக்கத்துல இருக்கு. வண்ணாரப் பேட்ட ரயில்வே ஸ்டேஷன் இருக்கு, பக்கத்துல வந்து ராயபுரம் ரயில்வே ஸ்டேஷன் இருக்கு. எல்லாமே பக்கத்துல பக்கத்துல இந்த ராயபுரம் அந்த இதுல இருகுது இந்த ஆரஸ்சாரம் ஹாஸ்பிடளுக்கு ஈசியா போயிடலாம். அதே மாதிரி வண்ணாரப்பேட்டையில் இருந்து ஸ்டன்லி  ஹாஸ்பிடளுக்கு ஈசியா போயிடலாம். ஒரு எமர்ஜென்சினாக்கா டக்குனு உடனே ஈசியா போய் ஹாஸ்பிடல் ல போய் மெடிக்கல் ட்ரீட்மெண்ட் போறதுன்றது வெரி ஈசி."
1667,SP8_CH_M_64,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_64.wav,எல்லாமே உங்களுக்கு எல்லாமே இருக்கு. இன்னொன்னு டிரான்ஸ்போர்டேசன் பெசிலிட்டி நிறையவே இருக்கு அதனால வண்ணாரப் பேட்ட மாறி ஒரு இடம் வே எங்கயுமே வந்து உங்களுக்கு கிடைக்கவே கிடைக்காது. இவன் டிநகர் தான் சொல்லுவாங்க. நான் என்ன பொறுத்தமட்டில வண்ணாரப் பேட்ட தான் பெஸ்ட்ன்னு சொல்வேன். எல்லாரும் சொல்லும் நேரம் ரொம்ப மோசமா இருக்கும் கிடையவே கிடையாது இப்ப இருக்குற டாப் லெவல்ல டி நகரோட வண்ணாரப்பேட்டை ரொம்ப டெவலப் ஆயிருக்கு வந்து பாத்தா தெரியும் எல்லாம் வந்து இருவது இருவத்தஞ்சுஅடிக்கு  பில்டிங் அப்பார்ட்மெண்ட் கட்டிட்டாங்க.
1668,SP8_CH_M_65,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_65.wav,"ஃபர்ஸ்ட் கிளாஸா நல்லா மேயின்டேன் பண்றாங்க ரோடு பெசிலிட்டி எல்லாம் பண்றாங்க லைட் எல்லாமே போட்டு மக்களும் வந்து அதுக்கு ஒத்துழைப்பு கொடுக்கறாங்க நல்லாவே இருக்கும். மின்னவிட நான் சின்ன வயசுல பார்த்தத விட இப்போ வந்து நான் வண்ணாரப் பேட்ட பாக்குறது வந்து எண்டர்யின்மெண்ட் ஏனா ஹயிலி கமர்ஷியல் ஏரியா. ஃபுல் அண்ட் ஃபுல் வந்து அங்க பாத்தீங்கன்னா வந்து ஜவுளிக்கடை தான் அங்க இல்லாத கடையே கிடையாது. வண்ணாரப் பேட்டனு கேட்டிங்கன்னா கட்பீஸ், ஜவுளி எல்லாமே ஜூல்ஸ்."
1669,SP8_CH_M_66,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_66.wav,மத்தபடி டைம் இருக்கும்போது வீட்டுல வந்து நியூஸ் பாப்பேன் நியூஸ் பேப்பர் படிச்சிட்ருப்பேன் ஸ்டோரி புக்ஸ் எதாவது இருந்துதுனா எதாதிருந்த  வைஃபஂ எதாது ஸ்டோரி புக்ஸ் வாங்கிட்டு வருவாங்க எதாது. அவங்க ஸ்கூல்ல ஒர்க் பண்றதுனால அவங்க வாங்கிட்டு வருவாங்க எதாவது அந்த புக்கு நாங்க படிப்போம் அது சம்பந்தமா சில விஷயங்கள ஷேர் பண்ணிபோம்.
1670,SP8_CH_M_67,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_67.wav,எல்லாமே நாங்க வந்து ஸ்கூல் கபடி டீம்ல எங்க டீம்அ அடிக்குறதுக்கு நார்த் மெட்ராஸ் ல எந்த டீமும் கிடையாது நான் அப்போ உடம்பு நல்லாருக்கும் எல்லாரட்டியும் ஆளு பள்க்கா இருப்பாங்க எல்லாருமே அந்த காலத்துல டீம் எங்க டீம் வந்து பிரஸ்ட் கிளாஸ் டீம் நார்த் மெட்ராஸ் ல எங்க டீம்-எ எங்க ஸ்கூல் டீம்-எ வின் பண்றதுக்கு டீம்-எ கிடையாது பாஸ்கெட்பால் அப்பறோம் கபடி ரெண்டுத்துல நாங்க இருப்போம் ரெண்டுத்துளையும் எங்க ஸ்கூல் தான் டாப் அங்க நார்த் மெட்ராஸ்லேயே எங்க டீம் அடிக்குறதுக்கு வேர டீம் கிடையாது அங்க அந்த அளவுக்கு.
1671,SP8_CH_M_68,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_68.wav,அது ராமசாமி செட்டியார் வந்து அந்த காலத்துல கெவெர்மெண்ட்க்கு அவ்ளோ பெரிய இடத்த பிரியா குடுத்துருக்காரு அத கெவெர்மெண்ட்க்கு யூஸ் பண்ணிட்டு இருக்காங்க. பக்கத்துலே ஸ்டான்லி ஹாஸ்பிடல் இருக்கு. இந்த ரெண்டு ஹாஸ்பிடல் இருக்கு பெசிலிட்டிஸ் அது வந்து எங்க வீட்டுல இருந்து பக்கம் தான். பக்கமா போலாம் இன்னும் வந்து.
1672,SP8_CH_M_69,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_69.wav,"எங்க அப்பா ஜென்ரேஷடைய. எங்களுடைய ஜெனரேஷனு பாத்தீங்கன்னா. நல்லாவே எல்லாமே சொபஸ்டிகேட்டடா பெரிய பெரிய பொசிஷன்ல நெறையா பேரு நல்ல லெவல்ல இருக்காங்க. அந்த அளவுக்கு வளர்ச்ச, வளர்ச்சி அடைஞ்சுருக்காங்கனு தான் சொல்லுவேன்."
1673,SP8_CH_M_70,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_70.wav,ஏன்னா அவர மாறி ஒரு சுயநலமற்ற ஒரு அரசியல்வாதி இந்த இந்தியாவுல யாரையும் பார்க்கவே முடியாதுன்னு நான் சொல்லுதேன். ஏன்னா அவர் தனக்குனு எதுமே வந்து சேர்த்து வச்சிகல குடும்பத்திகுனு சேர்த்து வைச்சிக்கல. அவர் இறக்கும்போது பாத்தீங்கன்னா நாலு அந்த வெள்ள முக்கா கை போட்ட வெள்ள சட்ட நாலு வேட்டி அவ்ளோதான் ஒரு சின்ன வீடு அவருடைய வீடு.
1674,SP8_CH_M_71,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_71.wav,"ஒரு ஒரு வீடு ஒரு தோட்டம் அவ்ளோதான், அவ்ளோதான் அவருடைய ப்ரொபேர்ட்டினு பாத்தாக்கா. அந்த மாதிரி வந்து ஒரு அரசியல் தலைவர வந்து நம்ப பாக்கவே முடியாது. நானும் அதான் சொல்றேன். எனக்கு பிடிச்ச தலைவர்னா காமராஜ் தான் வேற யாருமே கிடையாது."
1675,SP8_CH_M_72,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_72.wav,நான் முதல்ல இதுல இருந்தேன் அட்மின்ல இருந்தேன். அட்மின் ஸ்டாப் எல்லாருக்குமே குடுப்பேன். கெமிக்கல் அதுக்கு அப்புறம் டிரான்ஸ்ஃபர் பண்ணுனாங்க. கெமிக்கல் டிபார்ட்மென்ட்ல அதே மாதிரி அத வாங்கிட்டு வருவேன். எல்லாருக்கும் ஒரு ஒரு பாக்கெட் குடுப்பேன். இப்ப இதுல வந்து சயின்ஸ் அண்ட் ஹுமானிட்டிஸ்ல இருக்கேன்.
1676,SP8_CH_M_73,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_73.wav,இங்கிலிஷ் டிபார்ட்மென்ட் இங்கிலிஷ் டிபார்ட்மென்ட் ஸ்டாப்க்கு ரெண்டு வருஷமா நான் வாங்கிட்டு வந்து எல்லாருக்கும் குடுத்துட்டு இருக்கேன். இது என்னுடைய எடத்துல வந்து வச்சிருக்கேன். அந்த மாதிரி எதோ நம்மோ இப்போ சந்தோஷம் பசங்களும் மத்தவங்களும் கூட சேர்ந்து பகிர்ந்துக்கணும். அது என்னுடைய இது.
1677,SP8_CH_M_74,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_74.wav,"நாங்க கிட்ட தட்ட ஒரு பதினஞ்சு இருப்பது பேர் டெய்லி மார்னிங் பைவ் தேர்ட்டி  டு செவென் ஓ கிளாக் வரைக்கும் ஒர்க்அவுட் பண்ணுவோம். ஒர்க்அவு பண்ணி நல்லா பாடி நல்ல பிட்டா வச்சுருந்தேன். அப்போ நல்லா இருந்தது உடம்பு இப்போ இருக்குற மாதிரி கிடையாது அப்போ நல்லா இருக்கும். வெயிட் வந்து அப்ப வந்து நான் வந்து செவென்ட்டி எயிட், செவென்ட்டி நைன் கேஜி இருந்தது. நல்லா இருந்து ஒடம்பு அப்போ நல்லா பிட்டு, அப்போ காலேஜ் ஜாயின் பண்ண புதுசு."
1678,SP8_CH_M_75,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_75.wav,"பழைய இதெல்லாம் பாத்தீங்க ஸ்போர்ட்ஸ்லாம் ஹண்ட்ரடு மீட்டர், டூ ஹண்ட்ரடு மீட்டரஸ்லலாம் நான் காலேஜ்லலான் பார்ட்டிசிபேட் பண்ணி  பாட்டி வின் பண்ணி சட்டிபிகேட்லான் இருக்கு. போட்டோஸ்லான் அந்த ஸ்போர்ட்ஸ்ல அதுல போயி பாத்திங்கண்ணா எங்க போட்டோஸ் பிரின்சிபால்ட  ஸ்போர்ட்ஸ் டிகினிட்டிஸ் வருவங்களா அவங்கட்ட ப்ரைஸ்லான் அங்க ஸ்போர்ட்ஸ் காம்ப்லெஸ்லேயே இருக்கு. அந்த அளவுக்கு நான் அந்த ஸ்போர்ட்ஸ்ல பார்ட்டிசிபேட் பண்ணிருக்கேன்."
1679,SP8_CH_M_76,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_76.wav,நெறைய பண்ணிருக்கேன். ஜிம்க்கலான் போனதுதான் ஜிம்முக்கு போயி ஒடம்ப எல்லாம் பிட்டா வச்சுருந்தேன். அதுக்கு அப்புறம் பேமிலினு வந்த பெறகு அப்புறம் கொஞ்சம் டையாபட்டிஸ் இருந்துச்சு டையாபட்டிக் வந்த ஒடனே இப்ப வெயிட் லாஸ் ஆயிடுச்சு. வெயிட்லாஸ் ஆகி அறுவதஞ்சு கிலோவா ஆயிருச்சு. ஆனா இப்போ ஓரளவுக்கு நார்மல் ஆயிருச்சு இப்போ செக்லான் பண்ணி இப்ப ஓரளவுக்கு சுகர் எல்லாம் கன்ட்ரோலா இருக்கு இப்போ.
1680,SP8_CH_M_77,E:/Work/My Papers/Dravidian Lang Tech 2026/Dialect based speech processing/Final Dataset/Train/Northern_Dialect/SP8_CH_audio/SP8_CH_M_77.wav,இல்ல அப்படியே  வந்து அக்கும்ளேட்டு பண்ணிக்கலாம் அதே வந்து. லீவாவும் எடுத்துக்கலாம் இல்ல என் கேஷ்ம் பண்ணிக்கலாம் இயர்லி. இயர்லி என் காஷ்மென்ட்டு இல்லாட்டி மொத்தமா சேர்த்து ஒன் டுவெண்ட்டி டேஸ்க்கு அப்புறம் கூட நம்ம வந்து அதுல இருந்து ஒரு பார்ட்டு கூடஎடுக்குற மாதிரி ப்ரோவிஸன் நம்ம காலேஜ்ல குடுத்துருக்காங்க.
